Theories,SU2nf4,SU2adj1nf2,SU6s1a1A2F8nf1,SU6adj1s1A1F8nf1,SU3adj1nf2,SU5s1a1A2F8nf0,SU3nf6,SU5s1a1A2F8nf1,SU6s2S2nf1,SU10s2A2F16nf1,SU8s1S2a1f8nf1,Sp2adj1a2nf4,SU5adj1s1A1F8nf0,SU9s2A2F16nf0,SO5adj1nf2,SU7a2A2nf1,Sp2s1a2nf0,Sp2adj1nf1,SU5s1S1a1A1nf1,SU4adj2a1A1nf1,Sp2s2a1nf1,Sp2s1a1nf2,Sp2s1a2nf1,SU5adj1a2A2nf1,Sp3a3nf1,SU4a3A3nf1
SU8s1S2a1f8nf1,0.002587362449376675,0.10333010747652938,0.05009130552190558,0.03967366884975475,0.028752294594422283,0.07068887229731896,0.037267799624996496,0.034706707645000785,0.04264713094427077,0.037737764757453364,0.0,0.04769230079955836,0.05127702539474509,0.09412594989929421,0.10152503796272787,0.06806859285554046,0.0,0.10689052031557025,0.036866500903786466,0.05113055185829049,0.003337497399083463,0.03623380864453652,0.002891558595482902,0.029023457945446675,0.038737363531006264,0.061449165982948875
Sp2adj1a2nf4,0.018800118202938094,0.04543493516374084,0.040646169697907714,0.041634654369220425,0.10553514422535588,0.05524214373505471,0.031356374506983774,0.035077691549536785,0.1102049857714654,0.01656720321062738,0.04769230079955836,0.0,0.06093165570265318,0.011086778913041719,0.03517456467392311,0.026087459737497546,0.003480102169636847,0.03822448313726572,0.05593746508378798,0.04827841707798171,0.006489307444643937,0.046398036356916854,0.006920179830675569,0.0800694143297621,0.09084617646207117,0.10331505214633538
SU5adj1s1A1F8nf0,0.02434930982366624,0.022546248764114464,0.05008326400438906,0.05864701375366203,0.08969469822062444,0.05081666393353005,0.08150340824502712,0.027988092706244434,0.14570480050049445,0.02061620182714987,0.05127702539474509,0.06093165570265318,0.0,0.0258736244937667,0.022469732728470287,0.023559027521902885,0.0011666666666666624,0.021171259344267224,0.06595221333999675,0.05463413666279434,0.001979057014506312,0.09529194905948536,0.001979057014506312,0.09556847457887634,0.07474567991975634,0.0562753646515655
SU9s2A2F16nf0,0.0,0.0,0.0,0.002333333333333341,0.0,0.0,0.036026610535362144,0.0,0.03543381937578216,0.017260262647673316,0.09412594989929421,0.011086778913041719,0.0258736244937667,0.0,0.0,0.04037635446644484,0.0,0.0,0.005842849380986042,0.004166666666666673,0.0,0.0058333333333333275,0.0,0.0,0.0,0.0
SO5adj1nf2,0.0016329931618554463,0.03145720196641074,0.025796209885261143,0.06664249561820312,0.057365543277786146,0.008472176684759235,0.019336924953742424,0.01917463602435954,0.08409468869474854,0.002260776661041748,0.10152503796272787,0.03517456467392311,0.022469732728470287,0.0,0.0,0.02334582998691153,0.010515861036231576,0.03724580513292738,0.05120329850485981,0.07420991248553735,0.006716480559869968,0.05367080729368206,0.006256108126374492,0.03137630032719317,0.06107827400602897,0.03906013881752655
SU7a2A2nf1,0.043711173247428015,0.023746929626094124,0.02485569463031672,0.024372115213907884,0.02472122345048661,0.024438698819699876,0.025929391302792534,0.024574716003784598,0.024560582693051527,0.041880783182743846,0.06806859285554046,0.026087459737497546,0.023559027521902885,0.04037635446644484,0.02334582998691153,0.0,0.12013661205292729,0.02435615368284209,0.024492629276761792,0.026142770404921602,0.05410894360249308,0.026329113585956937,0.08618391187841654,0.02506934826081887,0.023702437755546486,0.023606143268225754
Sp2s1a2nf0,0.0011666666666666624,0.008373237791386977,0.0,0.0,0.008812869377601534,0.002260776661041748,0.001979057014506312,0.0016329931618554463,0.00552770798392567,0.002260776661041748,0.0,0.003480102169636847,0.0011666666666666624,0.0,0.010515861036231576,0.12013661205292729,0.0,0.009340770846134716,0.008164965809277277,0.010307764064044161,0.06536138853414232,0.007189884870041003,0.0800388794413204,0.0055,0.006489307444643929,0.003333333333333322
Sp2adj1nf1,0.0011666666666666624,0.04920365840057018,0.016583123951776996,0.05913473316644514,0.06189148209209047,0.007266743118863891,0.06565820588471787,0.015766525721709695,0.07491550796285995,0.002260776661041748,0.10689052031557025,0.03822448313726572,0.021171259344267224,0.0,0.03724580513292738,0.02435615368284209,0.009340770846134716,0.0,0.037351186207550506,0.04839765834555773,0.006256108126374495,0.07485634390098292,0.006741249472052242,0.017480942003603044,0.05206726418777926,0.02459448899426228
SU5s1S1a1A1nf1,0.0057638721552635466,0.03214074948998199,0.03633792019976438,0.03535573189424564,0.07594387547539447,0.052820713529616176,0.04943682837723309,0.02463567873363075,0.09729408455239655,0.012489995996796796,0.036866500903786466,0.05593746508378798,0.06595221333999675,0.005842849380986042,0.05120329850485981,0.024492629276761792,0.008164965809277277,0.037351186207550506,0.0,0.06803920438492306,0.008207381501496771,0.05535140267217966,0.009921917377424825,0.052320858385754926,0.10515715752043595,0.07496758558796521
SU4adj2a1A1nf1,0.002260776661041748,0.04118521849185969,0.08293638793945902,0.04167199965871035,0.06549491074376186,0.07535766568689464,0.1107880860020607,0.03954041532969076,0.04555216789572149,0.01602168669162034,0.05113055185829049,0.04827841707798171,0.05463413666279434,0.004166666666666673,0.07420991248553735,0.026142770404921602,0.010307764064044161,0.04839765834555773,0.06803920438492306,0.0,0.008326663997864543,0.07304507740658048,0.009172725270544689,0.08031621532694655,0.06098929778612346,0.05640651065652301
Sp2s2a1nf1,0.005066228051190219,0.004179978734661485,0.0,0.0016329931618554463,0.006030017505041854,0.002260776661041748,0.0034520525295346507,0.0016329931618554463,0.005325515102890155,0.003929942040850527,0.003337497399083463,0.006489307444643937,0.001979057014506312,0.0,0.006716480559869968,0.05410894360249308,0.06536138853414232,0.006256108126374495,0.008207381501496771,0.008326663997864543,0.0,0.00567890834580028,0.0678937077758724,0.0055,0.0042295258468164985,0.003179797338056485
Sp2s1a1nf2,0.012710450643291746,0.05497575223071834,0.03414389485040563,0.03374742788552764,0.07990011125009637,0.015478479684172262,0.026926339851115626,0.020085926526910436,0.08839997486173598,0.005637178175095935,0.03623380864453652,0.046398036356916854,0.09529194905948536,0.0058333333333333275,0.05367080729368206,0.026329113585956937,0.007189884870041003,0.07485634390098292,0.05535140267217966,0.07304507740658048,0.00567890834580028,0.0,0.008738484485945565,0.06498632334747229,0.07767524988337304,0.06221044035279681
Sp2s1a2nf1,0.022241727550809637,0.004229525846816499,0.0011666666666666624,0.0016329931618554463,0.0059066817155564565,0.0019790570145063126,0.003201562118716413,0.0016329931618554463,0.0058333333333333345,0.004946940693218619,0.002891558595482902,0.006920179830675569,0.001979057014506312,0.0,0.006256108126374492,0.08618391187841654,0.0800388794413204,0.006741249472052242,0.009921917377424825,0.009172725270544689,0.0678937077758724,0.008738484485945565,0.0,0.005580223014261068,0.005795112883571238,0.0032015621187164132
SU5adj1a2A2nf1,0.0011666666666666624,0.02897125011685435,0.034379014917048825,0.03087834552274817,0.09976305261301234,0.0791664912278758,0.09296594358509284,0.021281186266016484,0.05161179882330955,0.002260776661041748,0.029023457945446675,0.0800694143297621,0.09556847457887634,0.0,0.03137630032719317,0.02506934826081887,0.0055,0.017480942003603044,0.052320858385754926,0.08031621532694655,0.0055,0.06498632334747229,0.005580223014261068,0.0,0.0932828732643053,0.07696391650926065
Sp3a3nf1,0.0016329931618554463,0.04301162633521314,0.02991144336946053,0.03304920573932148,0.05588579624754596,0.009510228411791414,0.0888239519749287,0.020968892303706566,0.09350594158186479,0.002260776661041748,0.038737363531006264,0.09084617646207117,0.07474567991975634,0.0,0.06107827400602897,0.023702437755546486,0.006489307444643929,0.05206726418777926,0.10515715752043595,0.06098929778612346,0.0042295258468164985,0.07767524988337304,0.005795112883571238,0.0932828732643053,0.0,0.04966247185864908
SU4a3A3nf1,0.002260776661041748,0.028756158760631895,0.031029108197876965,0.03173851498311371,0.07708599094517757,0.017672954855748747,0.06395940552847217,0.020429417786885437,0.04392575807225439,0.002260776661041748,0.061449165982948875,0.10331505214633538,0.0562753646515655,0.0,0.03906013881752655,0.023606143268225754,0.003333333333333322,0.02459448899426228,0.07496758558796521,0.05640651065652301,0.003179797338056485,0.06221044035279681,0.0032015621187164132,0.07696391650926065,0.04966247185864908,0.0
