Theories,SU9s2A2F16nf0,SU2nf4,SU10s2A2F16nf1,SU4a3A3nf1,SU5s1a1A2F8nf0,SU5s1a1A2F8nf1,SU5s1S1a1A1nf1,SU6s1a1A2F8nf1,Sp3a3nf1,SU6s2S2nf1,SU3nf6,Sp2adj1nf1,Sp2s2a1nf1,SU2adj1nf2,SU6adj1s1A1F8nf1,SO5adj1nf2,SU7a2A2nf1,Sp2s1a2nf1,Sp2s1a2nf0,SU3adj1nf4,Sp2adj1a2nf4,SU5adj1a2A2nf1,SU3adj1nf3,Sp2s1a1nf2,SU3adj1nf2,SU4adj2a1A1nf1,SU8s1S2a1f8nf1,SU5adj1s1A1F8nf0
SU6adj1s1A1F8nf1,0.00777460252646041,0.005746979883188893,0.01125956383603636,0.015719768163402124,0.032444824959716866,0.04292791114829087,0.02954093205480603,0.08081889905488965,0.032892501678447435,0.0510775554100494,0.058988934932277304,0.031224989991991994,0.05808136055951551,0.03133554956701202,0.0,0.029806785208144216,0.06456886934807585,0.030207155149438062,0.029957840746993463,0.07301065371269835,0.0704629532291812,0.05152372700459901,0.03647678104706549,0.039120895240835736,0.04086733278413076,0.05420152724375537,0.04646862740961189,0.059500000000000004
SO5adj1nf2,0.0,0.0,0.002260776661041748,0.015023130314433277,0.00851306185941477,0.009370461864580413,0.03126943839882287,0.01617697266006356,0.018709029311478935,0.034999999999999996,0.026810031290130525,0.0507720942600909,0.04213767119019907,0.059397203450817275,0.029806785208144216,0.0,0.07724707833381862,0.09428988987867859,0.025809666578413767,0.07952917005029596,0.04792963592601138,0.06762149559619832,0.09852185318778547,0.08806074292466788,0.060614675524074936,0.04952552652701209,0.07352796142360477,0.09114944992824818
SU7a2A2nf1,0.0,0.003958114029012651,0.014047538337136989,0.016506732633147662,0.008789197915623485,0.009315459074988095,0.027182510717166822,0.03478345711525651,0.0706564458017337,0.0807258735887489,0.02770679820308847,0.061424072371234616,0.08523969471763466,0.11327559803907951,0.06456886934807585,0.07724707833381862,0.0,0.0852779768365393,0.07573271713364339,0.04859155162051206,0.08905756565278437,0.08752285415821401,0.1136330595479248,0.1158183443539446,0.11347160682547665,0.08582540416450132,0.08793684602536576,0.06137973788003841
Sp2s1a2nf1,0.0,0.0,0.00401732359773131,0.014739402972983665,0.007088723439378935,0.011000000000000013,0.03698685952845656,0.020857319525235677,0.010568559241658466,0.06252221827300898,0.026532998322843195,0.08426166256238823,0.06170291727301068,0.07892137437559822,0.030207155149438062,0.09428988987867859,0.0852779768365393,0.0,0.08755775871452576,0.06574022952331227,0.05602677931132576,0.07769241347204443,0.10817372858303237,0.06253532335142009,0.0508289615606431,0.04547160286010014,0.06811428305102799,0.10382356829416592
Sp2s1a2nf0,0.0,0.0,0.002260776661041748,0.014067298564006117,0.008406346808612342,0.009000000000000015,0.030958753922670147,0.015092308563562357,0.012162099599438694,0.03374084237899885,0.02671298061492452,0.050128723192286555,0.04427220095926763,0.06329911356233812,0.029957840746993463,0.025809666578413767,0.07573271713364339,0.08755775871452576,0.0,0.06757711644237764,0.05618446800001264,0.07745536348977605,0.11244702456416235,0.0993204689656445,0.04966806485727692,0.057436921923097524,0.0716154856003768,0.08967905738428195
SU3adj1nf4,0.011551815634108974,0.0,0.0038333333333333284,0.02878319339861756,0.03748666429545311,0.024924329925240154,0.020360637405433948,0.09632179861738924,0.08365205715741046,0.03644211544048696,0.02628952051462501,0.05571355310873647,0.0530306515140065,0.11660283968335515,0.07301065371269835,0.07952917005029596,0.04859155162051206,0.06574022952331227,0.06757711644237764,0.0,0.06708535193650284,0.06219503374243173,0.07136058669415024,0.10612571161912963,0.08965117586140928,0.06607844664571882,0.10863496470085289,0.03570558624205587
Sp2adj1a2nf4,0.06103027481868687,0.07041957587678775,0.053355203849088394,0.0907390948452393,0.08434864814829247,0.09575953680385516,0.038087982940088125,0.08918784795151312,0.0815638808950792,0.04287870489337724,0.05875112292071058,0.06043821454822915,0.04771122625872354,0.06313763624900057,0.0704629532291812,0.04792963592601138,0.08905756565278437,0.05602677931132576,0.05618446800001264,0.06708535193650284,0.0,0.04237039060476078,0.0757922965889161,0.0749446091753399,0.05675874871379351,0.05661983358820084,0.08089774066341064,0.08736592903160566
SU5adj1a2A2nf1,0.0,0.0,0.002260776661041748,0.026386023236217734,0.029427877939124318,0.011661903789690614,0.08614200162780318,0.04588754369833567,0.01856220772310114,0.06736797788596927,0.026925824035672518,0.11684510164220739,0.09175465474114468,0.04540588557053418,0.05152372700459901,0.06762149559619832,0.08752285415821401,0.07769241347204443,0.07745536348977605,0.06219503374243173,0.04237039060476078,0.0,0.07583315018292901,0.07205881085767528,0.06684226872936681,0.06502670391633135,0.06271717822450597,0.06670019989975041
SU3adj1nf3,0.0035000000000000022,0.007762087348130018,0.002499999999999991,0.01598610507770906,0.008359957469322984,0.009293067906300446,0.032685793720072194,0.021236760581595297,0.1397447077113596,0.03421987726453734,0.027092434368288124,0.09209430553031556,0.04444878451031529,0.07862516560660884,0.03647678104706549,0.09852185318778547,0.1136330595479248,0.10817372858303237,0.11244702456416235,0.07136058669415024,0.0757922965889161,0.07583315018292901,0.0,0.0477577800526318,0.06716563274638469,0.04213898959923511,0.06394442031083626,0.06815912753745215
Sp2s1a1nf2,0.0,0.0,0.002260776661041748,0.014952703211571248,0.008069145624606821,0.01010500426081609,0.0447524052736585,0.020404928598530086,0.020510160083886873,0.05506158168612464,0.026934075897354345,0.10074224535913423,0.048732831734764684,0.07630057521262718,0.039120895240835736,0.08806074292466788,0.1158183443539446,0.06253532335142009,0.0993204689656445,0.10612571161912963,0.0749446091753399,0.07205881085767528,0.0477577800526318,0.0,0.0711026253617497,0.05067982285332541,0.09179748241524807,0.08756838597474675
SU3adj1nf2,0.0,0.0,0.002260776661041748,0.014715826703096072,0.009195409482755827,0.009492687243932109,0.041508031351374236,0.020453877654643165,0.033681927234382264,0.07946435259494243,0.02641758673476608,0.06757711644237764,0.07551232423327407,0.06529846008053243,0.04086733278413076,0.060614675524074936,0.11347160682547665,0.0508289615606431,0.04966806485727692,0.08965117586140928,0.05675874871379351,0.06684226872936681,0.06716563274638469,0.0711026253617497,0.0,0.050204028169504936,0.07088743032285609,0.09838473232954163
SU4adj2a1A1nf1,0.0,0.0,0.002260776661041748,0.014529663145135567,0.008268077836541658,0.009263128821060182,0.08393714579639008,0.017417264742522323,0.013034143197344772,0.05656461398750596,0.026428099523886396,0.0724187283941262,0.033912059474142484,0.04386500756740946,0.05420152724375537,0.04952552652701209,0.08582540416450132,0.04547160286010014,0.057436921923097524,0.06607844664571882,0.05661983358820084,0.06502670391633135,0.04213898959923511,0.05067982285332541,0.050204028169504936,0.0,0.08845918707391437,0.09879116582187115
SU8s1S2a1f8nf1,0.030928232338036318,0.031841621957571335,0.08469372927069499,0.0225616439511348,0.07456615258353558,0.04126338166785009,0.062423508748262815,0.054710348401579595,0.062155941880974744,0.07160772770215981,0.09688323441706057,0.07369701486491838,0.08322593078815974,0.07755374480534988,0.04646862740961189,0.07352796142360477,0.08793684602536576,0.06811428305102799,0.0716154856003768,0.10863496470085289,0.08089774066341064,0.06271717822450597,0.06394442031083626,0.09179748241524807,0.07088743032285609,0.08845918707391437,0.0,0.05362135768516124
SU5adj1s1A1F8nf0,0.03410930143589054,0.021229565338094985,0.038909082058905815,0.02492432992524016,0.03910846739802293,0.06371049974515801,0.08443620208312441,0.08657190331998277,0.11497886279177094,0.079115948666077,0.028025781781146522,0.08935898263620608,0.10875826916198653,0.0835778080593168,0.059500000000000004,0.09114944992824818,0.06137973788003841,0.10382356829416592,0.08967905738428195,0.03570558624205587,0.08736592903160566,0.06670019989975041,0.06815912753745215,0.08756838597474675,0.09838473232954163,0.09879116582187115,0.05362135768516124,0.0
